,rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5978,5979,4253860,K05052.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,155.046089,0.001509,-0.001509,166.60575,0.00915,-0.00915,1.271,6.725,-0.24,10.205,0.34,-0.34,2238.0,72.8,-72.8,444.08,93.48,-160.2,1101.0,347.12,310.88,-305.97,36.7,1.0,q1_q17_dr25_tce,6513.0,433.0,-1733.0,2.782,0.205,-0.205,12.613,2.655,-4.551,289.23367,39.386520000000004,12.649000000000001
5979,5980,4274816,K05053.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,14.3641542,0.0002665,-0.0002665,144.2631,0.0162,-0.0162,0.2764,0.202,-0.2764,2.629,0.822,-0.822,89.2,25.6,-25.6,0.98,0.34,-0.15,795.0,94.33,95.26,-34.33,6.5,1.0,q1_q16_tce,5925.0,161.0,-166.0,4.364,0.13,-0.23800000000000002,1.033,0.355,-0.161,294.57065,39.331402000000004,14.015999999999998
5980,5981,5470851,K05172.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.4276185,0.0006588,-0.0006588,141.3698,0.0445,-0.0445,0.303,0.155,-0.303,18.56,1.1,-1.1,147.0,13.8,-13.8,1.14,0.36,-0.11,768.0,82.45,76.65,-26.29,12.6,1.0,q1_q17_dr25_tce,5869.0,182.0,-243.0,4.513,0.038,-0.212,0.942,0.289,-0.096,297.51108,40.61908,15.79
5981,5982,5471108,K05173.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,12.427076,0.0002806,-0.0002806,141.4085,0.028,-0.028,0.026,0.433,-0.026,17.447,0.834,-0.834,47.5,2.1,-2.1,0.82,0.22,-0.19,870.0,135.77,112.42,-64.41,25.3,1.0,q1_q17_dr25_tce,5841.0,176.0,-193.0,4.2780000000000005,0.204,-0.185,1.193,0.327,-0.268,297.56931000000003,40.619637,11.6
5982,5983,5524229,K05174.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,22.4932751,0.0003297,-0.0003297,132.2511,0.0132,-0.0132,0.1313,0.3118,-0.131,3.172,0.44,-0.44,152.0,17.6,-17.6,6.04,2.64,-2.38,1183.0,463.56,571.74,-311.14,11.2,1.0,q1_q17_dr24_tce,5186.0,102.0,-144.0,3.273,0.26899999999999996,-0.301,4.98,2.178,-1.959,288.87198,40.767059,11.4
5983,5984,5525484,K05175.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,315.502534,0.004908,-0.004908,389.6319,0.0107,-0.0107,0.02,0.4431,-0.02,3.112,0.453,-0.453,689.2,92.8,-92.8,19.71,0.9,-5.15,565.0,24.01,3.9,-12.47,9.5,1.0,q1_q16_tce,4970.0,77.0,-155.0,2.989,0.031,-0.027999999999999997,7.752,0.353,-2.026,289.29504,40.71674,12.974
5984,5985,5529385,K05176.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,215.732414,0.005771,-0.005771,294.363,0.0109,-0.0109,0.4046,0.1079,-0.4046,1.915,0.425,-0.425,208.2,48.3,-48.3,1.26,0.55,-0.15,292.0,1.72,2.27,-0.49,7.3,1.0,q1_q16_tce,5790.0,164.0,-135.0,4.479,0.083,-0.284,0.856,0.379,-0.097,290.43491,40.777241,13.372
5986,5987,5551240,K05178.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.13960513,4.082e-05,-4.082e-05,134.04705,0.00684,-0.00684,0.344,0.099,-0.344,3.31,0.184,-0.184,106.7,10.6,-10.6,1.24,0.4,-0.13,1352.0,789.48,728.35,-238.38,11.6,1.0,q1_q17_dr25_tce,6535.0,154.0,-212.0,4.373,0.065,-0.195,1.181,0.382,-0.127,296.50043,40.72123,14.275
5987,5988,6527229,K05296.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,200.79976002,5.689e-05,-5.689e-05,263.875635,0.00022,-0.00022,1.016,0.084,-0.073,7.6419,0.0109,-0.0109,92642.0,116.0,-116.0,48.77,14.27,-4.74,303.0,2.0,1.78,-0.58,930.8,1.0,q1_q17_dr25_tce,5896.0,184.0,-205.0,4.518,0.036000000000000004,-0.204,0.916,0.268,-0.089,293.33401000000003,41.937321000000004,15.814
5988,5989,6543192,K05297.01,CANDIDATE,CANDIDATE,0.962,0,0,0,0,8.0906952,0.0001305,-0.0001305,136.7844,0.0114,-0.0114,0.151,0.313,-0.151,2.648,0.348,-0.348,82.4,12.1,-12.1,0.8,0.09,-0.05,811.0,102.43,29.58,-17.69,8.1,1.0,q1_q17_dr25_tce,5374.0,75.0,-85.0,4.495,0.049,-0.091,0.902,0.094,-0.055,297.42578,41.932990999999994,14.440999999999999
5989,5990,6543674,K05298.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.195515364,4.3e-08,-4.3e-08,132.3039982,2.97e-05,-2.97e-05,0.475,0.004,-0.005,6.08509,0.00207,-0.00207,396400.0,122.0,-122.0,156.91,37.01,-86.36,2640.0,11494.67,8643.57,-9478.44,4630.1,1.0,q1_q17_dr25_tce,6047.0,211.0,-211.0,3.7889999999999997,0.584,-0.146,2.264,0.534,-1.246,297.54156,41.950901,13.535
5990,5991,6548429,K05299.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,210.971635,0.004342,-0.004342,243.576,0.0168,-0.0168,0.2091,0.3153,-0.2089,3.578,0.887,-0.887,519.0,145.0,-145.0,2.04,0.7,-0.16,293.0,1.75,1.77,-0.43,6.5,1.0,q1_q16_tce,5838.0,166.0,-176.0,4.529,0.028999999999999998,-0.254,0.897,0.308,-0.069,298.53922,41.986961,15.106
5991,5992,6594945,K05300.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,188.954072,0.008036,-0.008036,160.7576,0.0274,-0.0274,0.014,0.45,-0.014,14.17,1.1,-1.1,166.5,16.6,-16.6,2.46,0.54,-0.73,468.0,11.36,7.12,-6.33,10.9,1.0,q1_q17_dr25_tce,6392.0,155.0,-175.0,3.967,0.266,-0.114,1.899,0.41,-0.563,288.28122,42.072078999999995,13.039000000000001
5992,5993,6600515,K05302.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,372.04697,0.02087,-0.02087,259.4285,0.0411,-0.0411,0.0457,0.4065,-0.0456,14.29,1.0,-1.0,673.4,64.6,-64.6,2.7,1.11,-0.25,271.0,1.28,1.51,-0.36,25.2,1.0,q1_q16_tce,6173.0,146.0,-201.0,4.447,0.046,-0.276,1.041,0.424,-0.097,290.08987,42.076111,14.725999999999999
5993,5994,6608090,K05303.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,438.81524,0.03031,-0.03031,307.9493,0.0267,-0.0267,0.108,0.3367,-0.1079,6.75,1.0,-1.0,332.8,55.4,-55.4,1.36,0.34,-0.13,202.0,0.39,0.31,-0.1,9.2,1.0,q1_q16_tce,5324.0,173.0,-137.0,4.551,0.057,-0.153,0.755,0.189,-0.071,292.41116,42.039478,13.589
5994,5995,2010607,K04929.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,18.622214,0.001024,-0.001024,141.6268,0.0529,-0.0529,0.792,0.11,-0.579,4.42,0.155,-0.155,5832.0,302.0,-302.0,20.83,1.44,-1.05,1101.0,347.32,71.57,-46.85,20.1,1.0,q1_q17_dr25_tce,6235.0,84.0,-65.0,3.801,0.03,-0.02,2.471,0.171,-0.124,290.50565,37.459011,11.347000000000001
5995,5996,2015013,K04930.01,FALSE POSITIVE,FALSE POSITIVE,0.408,0,0,1,0,27.8923345,0.0002767,-0.0002767,146.02135,0.00692,-0.00692,0.0465,0.4118,-0.0465,2.204,0.237,-0.237,139.6,18.3,-18.3,2.1,0.91,-0.8,807.0,100.41,130.11,-65.94,9.0,1.0,q1_q17_dr24_tce,5873.0,167.0,-170.0,3.96,0.354,-0.226,1.78,0.77,-0.674,291.55548,37.445159999999994,13.373
5996,5997,2019199,K04931.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,579.81521,0.01732,-0.01732,343.5587,0.0284,-0.0284,0.8425,0.034,-0.5902,5.43,3.3,-3.3,607.0,117.0,-117.0,2.71,1.06,-0.29,218.0,0.53,0.62,-0.15,7.9,1.0,q1_q16_tce,5822.0,160.0,-170.0,4.449,0.07,-0.27,0.969,0.377,-0.106,292.48621,37.404339,14.472999999999999
5998,5999,2165352,K04934.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.7906069,6.03e-07,-6.03e-07,132.077067,0.000641,-0.000641,1.198,0.241,-0.127,3.3996,0.0389,-0.0389,689.2,6.1,-6.1,17.97,1.17,-0.73,1503.0,1201.17,245.68,-165.71,133.3,1.0,q1_q17_dr25_tce,4994.0,75.0,-82.0,4.62,0.015,-0.051,0.72,0.047,-0.029,292.54315,37.555759,14.469000000000001
5999,6000,2305255,K04935.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,24.5714867,0.0008155,-0.0008155,156.0157,0.0235,-0.0235,0.978,1.28,-0.03,29.96,1.7,-1.7,506.4,23.7,-23.7,3.04,0.93,-0.37,637.0,39.0,35.04,-12.73,31.1,1.0,q1_q17_dr25_tce,5977.0,161.0,-197.0,4.462,0.07,-0.196,0.956,0.293,-0.117,291.96451,37.608779999999996,14.924000000000001
6000,6001,2305543,K04936.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.6811377959999999,1.2699999999999999e-07,-1.2699999999999999e-07,131.57697,0.000149,-0.000149,0.968,0.195,-0.094,2.7287,0.0108,-0.0108,105190.0,229.0,-229.0,45.75,11.12,-5.98,2025.0,3995.23,3039.93,-1358.14,432.5,1.0,q1_q17_dr25_tce,5872.0,195.0,-195.0,4.474,0.094,-0.162,0.864,0.21,-0.113,292.02686,37.600651,12.545
6001,6002,4276114,K05054.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.7224044530000002,1.8340000000000001e-06,-1.8340000000000001e-06,133.56824,0.000406,-0.000406,2.375,6.28,-0.379,2.5214,0.0226,-0.0226,55368.0,405.0,-405.0,144.2,34.47,-14.8,1082.0,323.4,235.63,-92.95,148.9,1.0,q1_q17_dr25_tce,5747.0,173.0,-173.0,4.542,0.063,-0.147,0.799,0.191,-0.082,294.85513,39.30534,15.690999999999999
6002,6003,4281023,K05055.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,230.385488,0.00233,-0.00233,268.65697,0.00696,-0.00696,0.2423,0.218,-0.2422,3.134,0.299,-0.299,568.1,72.4,-72.4,10.13,6.04,-3.13,522.0,17.57,31.34,-10.02,9.3,1.0,q1_q16_tce,5024.0,114.0,-131.0,3.241,0.273,-0.34299999999999997,4.331,2.578,-1.338,295.87695,39.336391,13.264000000000001
6004,6005,4346339,K05057.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,493.74242,0.01035,-0.01035,149.1145,0.0122,-0.0122,0.2377,0.236,-0.2376,5.685,0.581,-0.581,506.1,45.2,-45.2,7.15,4.37,-1.55,358.0,3.9,7.2,-1.72,12.4,1.0,q1_q16_tce,5015.0,116.0,-115.0,3.429,0.203,-0.344,3.243,1.984,-0.705,285.34328999999997,39.413849,12.517999999999999
6005,6006,4365461,K05058.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.714414962,3.9e-08,-3.9e-08,131.8661453,1.88e-05,-1.88e-05,1.181,0.0,-0.111,5.17207,0.0017699999999999999,-0.0017699999999999999,110130.0,10.3,-10.3,116.92,34.36,-34.36,2042.0,4099.19,3439.46,-2310.11,6485.8,1.0,q1_q17_dr25_tce,6351.0,151.0,-208.0,4.126,0.225,-0.184,1.613,0.474,-0.474,291.69095,39.425442,13.309000000000001
6006,6007,4366923,K05059.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,646.28789332,9.46e-05,-9.46e-05,234.15070699999998,0.000103,-0.000103,0.004,0.137,-0.003,5.39144,0.0083,-0.0083,58605.0,64.0,-64.0,43.47,7.75,-10.32,304.0,2.03,0.91,-0.91,1107.1,1.0,q1_q17_dr25_tce,6582.0,71.0,-84.0,4.069,0.188,-0.11599999999999999,1.777,0.317,-0.422,292.11526000000003,39.49855,13.03
6007,6008,4449752,K05060.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,290.438547,0.009352,-0.009352,283.0998,0.0193,-0.0193,0.0916,0.3601,-0.0916,12.85,1.3,-1.3,212.9,21.3,-21.3,1.11,0.37,-0.09,235.0,0.72,0.73,-0.18,11.9,1.0,q1_q16_tce,5392.0,170.0,-138.0,4.5569999999999995,0.044000000000000004,-0.191,0.775,0.258,-0.067,286.85861,39.592579,13.064
6008,6009,5563057,K05179.01,CANDIDATE,CANDIDATE,0.935,0,0,0,0,1.049468616,9.093e-06,-9.093e-06,132.26871,0.00802,-0.00802,0.731,0.218,-0.48,4.848,0.31,-0.31,22.0,1.3,-1.3,0.84,0.26,-0.17,2808.0,14709.49,13891.01,-6928.72,22.8,1.0,q1_q17_dr25_tce,7479.0,235.0,-314.0,4.162,0.128,-0.192,1.667,0.518,-0.346,298.91757,40.716961,12.519
6009,6010,5565261,K05180.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.362348096,2.614e-06,-2.614e-06,131.705479,0.000896,-0.000896,1.219,1.461,-0.135,3.5979,0.0459,-0.0459,724.7,8.4,-8.4,89.55,32.25,-39.43,2104.0,4625.06,4905.48,-3328.28,103.6,1.0,q1_q17_dr25_tce,5088.0,139.0,-139.0,3.502,0.462,-0.249,3.293,1.186,-1.45,299.33297999999996,40.714352000000005,13.99
6010,6011,5602409,K05181.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,136.830243,0.002708,-0.002708,138.5183,0.0123,-0.0123,0.3813,0.0793,-0.3812,2.956,0.404,-0.404,464.3,65.6,-65.6,17.22,0.83,-4.95,764.0,80.57,13.08,-45.57,8.4,1.0,q1_q16_tce,5096.0,72.0,-195.0,3.0069999999999997,0.03,-0.032,8.038,0.388,-2.31,285.63928,40.84763,13.762
6011,6012,5612111,K05183.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,36.1904638,0.0004108,-0.0004108,146.55956,0.00995,-0.00995,0.2147,0.278,-0.2145,1.919,0.256,-0.256,263.3,67.4,-67.4,1.69,0.78,-0.15,592.0,29.08,39.93,-7.95,6.8,1.0,q1_q16_tce,6210.0,163.0,-203.0,4.45,0.044000000000000004,-0.301,1.033,0.478,-0.092,289.39359,40.896339000000005,14.969000000000001
6012,6013,5616628,K05184.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,419.75224,0.01339,-0.01339,525.0002,0.015,-0.015,0.3316,0.1294,-0.3315,4.154,0.671,-0.671,754.0,137.0,-137.0,2.82,1.24,-0.27,257.0,1.03,1.34,-0.3,6.3,1.0,q1_q16_tce,6137.0,158.0,-216.0,4.457,0.048,-0.3,1.016,0.446,-0.097,290.76614,40.881691,15.690999999999999
6013,6014,5623137,K05185.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,419.95929,0.06137,-0.06137,354.2265,0.0612,-0.0612,0.4834,0.0454,-0.4329,13.86,1.8,-1.8,196.2,40.3,-40.3,1.53,0.51,-0.28,266.0,1.18,1.17,-0.48,5.9,1.0,q1_q16_tce,5953.0,171.0,-163.0,4.314,0.175,-0.223,1.068,0.357,-0.199,292.76889,40.816181,14.44
6014,6015,6611779,K05304.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,206.309658,0.004317,-0.004317,231.818,0.0127,-0.0127,0.8152,0.0331,-0.5735,1.498,0.471,-0.471,277.1,75.2,-75.2,2.36,1.12,-0.47,361.0,4.01,5.59,-1.73,8.3,1.0,q1_q16_tce,6028.0,150.0,-175.0,4.2410000000000005,0.18,-0.253,1.267,0.6,-0.254,293.47052,42.0965,12.350999999999999
6015,6016,6612411,K05305.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,8.46184728,6.275e-05,-6.275e-05,134.13323,0.00631,-0.00631,0.965,0.001,-0.002,35.525,0.635,-0.635,411.2,4.2,-4.2,4.92,1.34,-1.1,1511.0,1233.13,1025.51,-605.25,142.4,1.0,q1_q17_dr25_tce,7663.0,237.0,-316.0,4.087,0.16,-0.16,1.913,0.523,-0.428,293.64468,42.033489,12.509
6016,6017,6612973,K05306.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,681.01756,0.01934,-0.01934,136.3997,0.0241,-0.0241,0.362,0.1142,-0.362,8.74,1.1,-1.1,133.9,17.3,-17.3,1.69,0.69,-0.48,274.0,1.33,1.65,-0.74,9.2,1.0,q1_q16_tce,6295.0,200.0,-219.0,4.091,0.282,-0.225,1.435,0.586,-0.406,293.80481000000003,42.026001,12.119000000000002
6017,6018,6615600,K05307.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.19509634,1.424e-05,-1.424e-05,132.74891000000002,0.00615,-0.00615,0.173,0.291,-0.173,1.796,0.134,-0.134,227.7,19.0,-19.0,1.32,0.35,-0.11,1324.0,725.21,567.47,-202.18,14.3,1.0,q1_q17_dr25_tce,5799.0,163.0,-204.0,4.539,0.044000000000000004,-0.17600000000000002,0.878,0.231,-0.077,294.51157,42.090149,15.933
6018,6019,6634112,K05308.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,9.942228056,6.87e-07,-6.87e-07,133.8474942,5.7e-05,-5.7e-05,0.93,0.297,-0.022,2.45451,0.0037700000000000003,-0.0037700000000000003,31068.0,23.4,-23.4,22.15,3.6,-2.94,740.0,70.93,36.96,-23.71,1073.3,1.0,q1_q17_dr25_tce,5268.0,158.0,-158.0,4.475,0.10800000000000001,-0.156,0.843,0.137,-0.112,298.64252,42.092831,14.099
6020,6021,6675757,K05310.01,CANDIDATE,CANDIDATE,0.982,0,0,0,0,22.2903562,0.0002366,-0.0002366,152.37929,0.00818,-0.00818,0.028,0.423,-0.028,1.623,0.287,-0.287,130.4,19.8,-19.8,1.13,0.16,-0.1,632.0,37.67,14.05,-7.79,8.1,1.0,q1_q17_dr25_tce,5597.0,75.0,-84.0,4.418,0.085,-0.114,1.0,0.141,-0.082,286.52942,42.167511,13.993
6021,6022,6677415,K05311.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,73.9239955,0.0009436,-0.0009436,168.2132,0.0124,-0.0124,0.2907,0.1975,-0.2906,1.699,0.391,-0.391,634.0,154.0,-154.0,1.64,0.24,-0.11,325.0,2.64,1.28,-0.59,6.1,1.0,q1_q16_tce,5040.0,149.0,-139.0,4.652,0.03,-0.083,0.658,0.098,-0.045,287.21124,42.107719,15.959000000000001
6022,6023,2309910,K04937.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,1.8437362,1.319e-05,-1.319e-05,132.23042,0.00715,-0.00715,1.189,0.199,-0.053,21.04,1.1,-1.1,341.1,7.8,-7.8,25.26,7.9,-4.24,1628.0,1655.74,1572.68,-675.69,83.4,1.0,q1_q17_dr25_tce,6032.0,190.0,-232.0,4.3580000000000005,0.11199999999999999,-0.192,1.114,0.348,-0.187,292.97159,37.65733,14.615
6023,6024,2310993,K04938.01,CANDIDATE,CANDIDATE,0.997,0,0,0,0,55.180772,0.001662,-0.001662,147.7141,0.0256,-0.0256,0.306,0.143,-0.306,9.791,0.555,-0.555,474.6,43.4,-43.4,2.37,0.74,-0.29,531.0,18.79,17.24,-6.63,11.5,1.0,q1_q17_dr25_tce,6306.0,174.0,-261.0,4.426,0.065,-0.20800000000000002,1.076,0.335,-0.134,293.22017999999997,37.610699,15.550999999999998
6024,6025,2437209,K04939.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,281.36926,0.003941,-0.003941,215.41653,0.00766,-0.00766,0.038,0.104,-0.038,66.892,0.32,-0.32,12435.0,100.0,-100.0,56.94,10.75,-13.13,507.0,15.57,8.04,-7.0,135.6,1.0,q1_q17_dr25_tce,4818.0,86.0,-86.0,3.125,0.171,-0.124,5.303,1.001,-1.223,290.20993,37.725978999999995,16.352999999999998
6025,6026,2437653,K04940.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,84.6405853,0.0009678,-0.0009678,183.17243,0.00971,-0.00971,0.2541,0.2141,-0.254,2.657,0.306,-0.306,784.0,117.0,-117.0,1.72,0.14,-0.18,271.0,1.27,0.41,-0.36,8.2,1.0,q1_q16_tce,4386.0,130.0,-129.0,4.629,0.057,-0.027000000000000003,0.63,0.052,-0.064,290.24102999999997,37.785221,15.16
6026,6027,2452289,K04942.01,FALSE POSITIVE,FALSE POSITIVE,0.408,0,0,1,0,6.0353643,0.0001355,-0.0001355,133.1818,0.021,-0.021,0.707,0.002,-0.5592,9.211,0.365,-0.365,47.2,2.5,-2.5,1.88,0.65,-0.53,1852.0,2779.94,2964.18,-1566.79,23.4,1.0,q1_q17_dr24_tce,7377.0,231.0,-310.0,3.8760000000000003,0.217,-0.20600000000000002,2.552,0.897,-0.715,293.41391,37.799492,12.290999999999999
6027,6028,2555080,K04943.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,15.2024426,0.0007521,-0.0007521,136.9199,0.0321,-0.0321,0.324,0.1592,-0.3239,8.11,2.7,-2.7,834.0,121.0,-121.0,113.97,32.23,-25.92,2955.0,18026.22,14441.06,-8236.33,4.0,1.0,q1_q16_tce,3984.0,91.0,-93.0,1.4609999999999999,0.028999999999999998,-0.031,41.367,11.698,-9.407,286.0947,37.846722,13.297
6028,6029,2569488,K04944.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.52327807,2.7510000000000004e-06,-2.7510000000000004e-06,132.3306,0.00147,-0.00147,0.026,0.884,-0.026,3.813,0.476,-0.476,924.2,19.1,-19.1,22.88,6.36,-2.27,3461.0,33813.44,24776.63,-7510.95,78.5,1.0,q1_q17_dr25_tce,4477.0,67.0,-47.0,2.633,0.1,-0.1,7.912,2.198,-0.785,290.17807,37.852039000000005,14.161
6030,6031,4464689,K05063.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,574.37064,0.02463,-0.02463,391.2165,0.0431,-0.0431,0.7455,0.21,-0.5152,11.89,1.4,-1.4,227.6,22.9,-22.9,3.11,1.0,-1.22,350.0,3.53,3.48,-2.41,12.0,1.0,q1_q16_tce,6749.0,214.0,-254.0,3.905,0.375,-0.184,1.905,0.617,-0.749,291.68643,39.510571,12.927999999999999
6031,6032,4469825,K05064.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,253.87706,0.01621,-0.01621,197.0254,0.059,-0.059,0.3892,0.0672,-0.3892,11.18,1.6,-1.6,265.6,31.3,-31.3,1.81,0.78,-0.18,334.0,2.95,3.71,-0.83,5.7,1.0,q1_q16_tce,6553.0,155.0,-196.0,4.41,0.055999999999999994,-0.282,1.086,0.471,-0.108,293.1196,39.562302,12.724
6032,6033,4471313,K05066.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,110.089267,0.002362,-0.002362,174.2529,0.0179,-0.0179,0.2852,0.1965,-0.2849,1.575,0.478,-0.478,1018.0,245.0,-245.0,2.4,0.83,-0.18,322.0,2.54,2.84,-0.63,5.6,1.0,q1_q16_tce,5465.0,214.0,-172.0,4.6,0.031,-0.2,0.75,0.261,-0.056,293.51175,39.528271000000004,15.792
6033,6034,4478142,K05067.01,CANDIDATE,CANDIDATE,0.898,0,0,0,0,219.931324,0.0067,-0.0067,329.3836,0.0226,-0.0226,0.307,0.157,-0.307,4.818,0.873,-0.873,641.0,118.0,-118.0,2.3,0.29,-0.14,279.0,1.43,0.49,-0.23,7.1,1.0,q1_q17_dr25_tce,5557.0,75.0,-83.0,4.5,0.038,-0.113,0.912,0.116,-0.053,295.1868,39.575691,14.254000000000001
6034,6035,4484179,K05068.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,385.29212,0.01484,-0.01484,440.5319,0.0237,-0.0237,0.0118,0.4231,-0.0116,19.417,0.611,-0.611,218.5,17.5,-17.5,1.57,0.52,-0.23,290.0,1.68,1.62,-0.6,15.1,1.0,q1_q16_tce,6440.0,171.0,-194.0,4.355,0.126,-0.23600000000000002,1.053,0.347,-0.156,296.4227,39.579390999999994,13.085999999999999
6035,6036,5623839,K05186.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,80.292171,0.004097,-0.004097,145.8825,0.0256,-0.0256,0.0606,0.4567,-0.0605,1.936,0.521,-0.521,158.6,47.1,-47.1,1.33,0.64,-0.14,459.0,10.49,15.01,-2.99,6.0,1.0,q1_q16_tce,6188.0,151.0,-192.0,4.42,0.06,-0.307,1.049,0.51,-0.104,292.98447000000004,40.813019,13.462
6036,6037,5650420,K05187.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.049406508,2.286e-06,-2.286e-06,131.80328,0.00193,-0.00193,0.112,0.267,-0.112,3.0072,0.0655,-0.0655,447.5,8.7,-8.7,27.45,0.95,-5.41,4913.0,137177.82,14963.98,-53811.77,61.3,1.0,q1_q17_dr25_tce,4745.0,42.0,-70.0,2.425,0.035,-0.031,13.417,0.466,-2.642,299.19092,40.822639,12.387
6037,6038,5650930,K05188.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,455.195496,0.006771,-0.006771,312.331,0.0101,-0.0101,0.054,0.3858,-0.0539,3.565,0.273,-0.273,293.6,38.9,-38.9,2.09,0.96,-0.33,290.0,1.67,2.26,-0.62,8.0,1.0,q1_q16_tce,6478.0,158.0,-199.0,4.29,0.128,-0.267,1.209,0.557,-0.189,299.28336,40.834389,12.376
6038,6039,5653152,K05189.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.58957045,1.119e-05,-1.119e-05,132.99426,0.00258,-0.00258,0.002,1.292,-0.001,3.418,0.602,-0.602,1221.2,64.8,-64.8,2.49,0.11,-0.21,862.0,131.02,28.92,-33.49,53.6,1.0,q1_q17_dr25_tce,4608.0,138.0,-138.0,4.559,0.06,-0.024,0.746,0.031,-0.062,299.70837,40.864239000000005,15.705
6039,6040,5653163,K05190.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,2.40435325,4.758e-05,-4.758e-05,133.2257,0.0221,-0.0221,1.202,2.052,-0.169,6.825,0.403,-0.403,349.6,18.3,-18.3,24.16,0.0,0.0,1359.0,806.18,0.0,0.0,23.3,1.0,q1_q17_dr25_tce,5780.0,157.0,-160.0,4.438,0.07,-0.128,1.0,0.25,-0.111,299.71024,40.878040000000006,10.63
6040,6041,5685113,K05191.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,37.078668,0.00134,-0.00134,142.0615,0.0235,-0.0235,0.5101,0.0332,-0.4591,4.403,0.958,-0.958,147.4,29.3,-29.3,0.8,0.1,-0.06,419.0,7.27,3.08,-1.71,6.9,1.0,q1_q16_tce,5120.0,153.0,-138.0,4.628,0.048,-0.059000000000000004,0.65,0.081,-0.05,283.92465,40.968391,14.617
