,rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
2526,2527,9591070,K02825.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.7641743679999999,2.9789999999999998e-06,-2.9789999999999998e-06,131.68497,0.00319,-0.00319,0.626,0.056,-0.495,2.346,0.134,-0.134,100.2,3.8,-3.8,1.18,0.41,-0.13,2241.0,5972.52,6025.19,-1869.55,34.5,1.0,q1_q17_dr25_tce,6321.0,168.0,-205.0,4.417,0.055999999999999994,-0.22399999999999998,1.125,0.388,-0.129,293.07662999999997,46.21801,14.360999999999999
2527,2528,8227661,K02826.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.85373924,1.184e-05,-1.184e-05,132.66885,0.00668,-0.00668,0.551,0.398,-0.337,1.816,0.142,-0.142,348.6,24.4,-24.4,0.23,0.0,0.0,345.0,3.36,0.0,0.0,18.0,1.0,q1_q17_dr25_tce,2661.0,0.0,0.0,5.2829999999999995,0.0,0.0,0.116,0.0,0.0,289.84772000000004,44.185783,12.946
2528,2529,7428736,K02827.01,CONFIRMED,CANDIDATE,0.993,0,0,0,0,7.06321927,4.761e-05,-4.761e-05,132.52395,0.00599,-0.00599,0.56,0.412,-0.354,2.411,0.166,-0.166,207.2,19.3,-19.3,1.21,0.19,-0.16,827.0,110.22,56.37,-36.29,12.6,1.0,q1_q17_dr25_tce,5305.0,159.0,-159.0,4.489,0.10800000000000001,-0.132,0.818,0.13,-0.106,286.17053,43.008911,14.572000000000001
2529,2530,5817986,K02897.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.584310213,4.46e-07,-4.46e-07,132.013258,0.000637,-0.000637,1.209,1.081,-0.1,2.1801,0.0372,-0.0372,809.4,10.5,-10.5,23.09,7.21,-2.26,2053.0,4190.91,3839.68,-1169.41,91.9,1.0,q1_q17_dr25_tce,5783.0,156.0,-173.0,4.539,0.038,-0.212,0.88,0.275,-0.086,298.55576,41.034061,15.360999999999999
2530,2531,11129258,K02898.01,CONFIRMED,CANDIDATE,0.999,0,0,0,0,25.384175,0.0001936,-0.0001936,137.77326000000002,0.00572,-0.00572,0.245,0.214,-0.245,3.576,0.186,-0.186,594.0,43.9,-43.9,2.44,0.76,-0.26,649.0,42.01,38.93,-12.79,15.8,1.0,q1_q17_dr25_tce,6137.0,171.0,-214.0,4.471,0.052000000000000005,-0.20800000000000002,0.994,0.312,-0.104,287.53577,48.727790999999996,15.535
2531,2532,10586004,K00275.01,CONFIRMED,CANDIDATE,0.952,0,0,0,0,15.79196594,3.514e-05,-3.514e-05,176.81888,0.00164,-0.00164,0.032,0.392,-0.032,7.2772,0.0483,-0.0483,203.1,2.9,-2.9,2.4,0.11,-0.17,910.0,161.97,25.89,-28.17,77.3,1.0,q1_q17_dr25_tce,5758.0,77.0,-68.0,4.072,0.033,-0.027000000000000003,1.704,0.083,-0.118,285.31125,47.848564,11.696
2532,2533,4939533,K02899.01,CANDIDATE,CANDIDATE,0.985,0,0,0,0,5.77207177,4.134e-05,-4.134e-05,134.93042,0.00528,-0.00528,0.018,0.45,-0.018,2.605,0.209,-0.209,328.5,29.0,-29.0,1.54,0.31,-0.15,915.0,165.58,100.33,-44.84,13.2,1.0,q1_q17_dr25_tce,5591.0,149.0,-166.0,4.559,0.036000000000000004,-0.153,0.86,0.174,-0.08,295.84747000000004,40.006721,15.703
2533,2534,4846856,K02900.01,CANDIDATE,CANDIDATE,0.977,0,0,0,0,46.151253,0.0003746,-0.0003746,147.81245,0.00816,-0.00816,0.688,0.26,-0.486,5.346,0.211,-0.211,649.0,43.5,-43.5,2.08,0.28,-0.23,423.0,7.59,3.55,-2.27,17.1,1.0,q1_q17_dr25_tce,5204.0,168.0,-153.0,4.525,0.095,-0.10400000000000001,0.769,0.105,-0.086,294.8418,39.91888,15.265999999999998
2534,2535,6521045,K00041.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.81590421,1.945e-05,-1.945e-05,122.94682,0.00119,-0.00119,0.58,0.005,-0.486,6.3856,0.0438,-0.0438,220.5,2.2,-2.2,2.26,0.15,-0.12,939.0,183.68,35.61,-27.85,106.7,1.0,q1_q17_dr25_tce,5788.0,78.0,-78.0,4.122,0.033,-0.027000000000000003,1.474,0.094,-0.079,291.38599,41.990269,11.197000000000001
2535,2536,5790807,K00259.01,FALSE POSITIVE,FALSE POSITIVE,0.354,0,1,0,0,79.99623328,1.993e-05,-1.993e-05,207.126264,0.000185,-0.000185,0.594,0.005,-0.009,6.3339,0.0154,-0.0154,24384.0,40.0,-40.0,40.73,6.4,-11.89,717.0,62.49,24.52,-32.75,721.9,1.0,q1_q17_dr25_tce,6796.0,67.0,-88.0,3.88,0.22399999999999998,-0.096,2.49,0.391,-0.727,291.77182,41.098068,9.954
2536,2537,8892303,K02688.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.424749327000001,3.898e-06,-3.898e-06,133.728952,0.000713,-0.000713,0.016,0.354,-0.016,1.139,0.0232,-0.0232,7680.0,122.0,-122.0,5.15,0.37,-0.63,625.0,36.05,11.41,-12.31,78.0,1.0,q1_q17_dr25_tce,4137.0,145.0,-160.0,4.658,0.063,-0.027000000000000003,0.591,0.042,-0.072,294.23764,45.197105,16.406
2537,2538,10265602,K02689.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,165.3447044,0.000301,-0.000301,174.29621,0.00148,-0.00148,0.917,0.112,-0.053,3.09,0.144,-0.144,4899.0,172.0,-172.0,6.98,1.53,-0.82,301.0,1.93,1.34,-0.62,48.0,1.0,q1_q17_dr25_tce,5594.0,186.0,-186.0,4.52,0.077,-0.14300000000000002,0.812,0.178,-0.096,288.17789,47.36668,15.548
2538,2539,5369827,K02690.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.6069403789999996,7.245e-06,-7.245e-06,134.77442,0.00165,-0.00165,0.857,0.06,-0.576,1.0418,0.066,-0.066,432.3,27.2,-27.2,2.04,0.26,-0.07,1046.0,283.23,103.34,-38.48,20.8,1.0,q1_q17_dr25_tce,5508.0,99.0,-110.0,4.569,0.012,-0.10800000000000001,0.84,0.107,-0.027,293.93347,40.590740000000004,13.460999999999999
2539,2540,5302643,K02746.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,69.2002312,0.0004037,-0.0004037,145.95158999999998,0.0047,-0.0047,1.276,6.805,-0.284,5.679,0.258,-0.258,2271.5,92.3,-92.3,45.24,13.03,-5.57,585.0,27.66,24.21,-10.1,30.0,1.0,q1_q17_dr25_tce,7044.0,219.0,-329.0,4.337,0.06,-0.18,1.267,0.365,-0.156,298.41934,40.440819,15.329
2540,2541,6586746,K02747.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.26404774,2.81e-05,-2.81e-05,132.82928,0.00337,-0.00337,0.232,0.211,-0.232,2.39,0.106,-0.106,378.7,21.7,-21.7,1.55,0.14,-0.16,809.0,101.27,33.38,-29.31,20.1,1.0,q1_q17_dr25_tce,5032.0,151.0,-151.0,4.511,0.077,-0.055999999999999994,0.817,0.071,-0.085,284.83841,42.070431,15.329
2541,2542,9962455,K02748.01,CONFIRMED,CANDIDATE,0.933,0,0,0,0,23.1985852,0.0002264,-0.0002264,142.62801000000002,0.00803,-0.00803,0.305,0.159,-0.305,9.821,0.235,-0.235,224.7,8.5,-8.5,2.61,0.51,-0.51,793.0,93.34,53.43,-36.78,28.2,1.0,q1_q17_dr25_tce,5416.0,130.0,-87.0,3.951,0.168,-0.11199999999999999,1.756,0.344,-0.344,296.27771,46.89986,14.056
2542,2543,9962455,K02748.02,CONFIRMED,CANDIDATE,0.992,0,0,0,0,5.77721259,2.802e-05,-2.802e-05,137.16696000000002,0.00377,-0.00377,0.692,0.261,-0.456,2.462,0.116,-0.116,134.3,8.5,-8.5,2.17,0.42,-0.43,1260.0,596.37,341.42,-234.96,17.7,2.0,q1_q17_dr25_tce,5416.0,130.0,-87.0,3.951,0.168,-0.11199999999999999,1.756,0.344,-0.344,296.27771,46.89986,14.056
2543,2544,8687088,K02749.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.9050372309999999,2.068e-06,-2.068e-06,132.21703,0.0019,-0.0019,0.323,0.141,-0.323,1.4351,0.0585,-0.0585,37.5,1.6,-1.6,1.1,0.28,-0.42,2627.0,11199.46,8814.69,-7562.36,29.0,1.0,q1_q17_dr25_tce,6223.0,199.0,-243.0,4.01,0.35,-0.15,1.763,0.45,-0.675,291.00287000000003,44.899452000000004,11.075
2544,2545,6436029,K02828.01,CONFIRMED,CANDIDATE,0.993,0,0,0,0,59.4969009,0.0004885,-0.0004885,146.95193,0.00694,-0.00694,0.406,0.046,-0.406,5.404,0.175,-0.175,1262.1,59.6,-59.6,2.92,0.24,-0.3,369.0,4.36,1.57,-1.3,23.2,1.0,q1_q17_dr25_tce,4817.0,184.0,-167.0,4.499,0.095,-0.114,0.833,0.068,-0.084,289.53882000000004,41.892818,15.767999999999999
2545,2546,6197215,K02829.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.61345333,2.552e-05,-2.552e-05,135.6898,0.00193,-0.00193,0.535,0.427,-0.333,0.9829,0.0804,-0.0804,150.2,10.1,-10.1,1.77,0.29,-0.37,987.0,224.63,106.94,-92.42,20.0,1.0,q1_q17_dr25_tce,5865.0,117.0,-105.0,4.163,0.182,-0.098,1.388,0.233,-0.284,289.36441,41.533229999999996,12.824000000000002
2546,2547,9451706,K00271.01,CONFIRMED,CANDIDATE,0.999,0,0,0,0,48.6303805,0.0001619,-0.0001619,172.54736,0.00246,-0.00246,0.034,0.421,-0.034,7.0805,0.0889,-0.0889,339.8,6.6,-6.6,2.48,0.06,-0.06,590.0,28.6,4.04,-2.96,53.9,2.0,q1_q17_dr25_tce,6075.0,122.0,-97.0,4.263999999999999,0.012,-0.012,1.352,0.036,-0.03,285.19,46.027962,11.485
2547,2548,9244508,K02830.01,CONFIRMED,CANDIDATE,0.989,0,0,0,0,40.5289885,0.0002769,-0.0002769,168.01668999999998,0.00532,-0.00532,0.325,0.107,-0.325,10.604,0.165,-0.165,360.7,11.3,-11.3,5.92,0.83,-1.54,933.0,178.81,64.88,-86.22,35.3,1.0,q1_q17_dr25_tce,6443.0,77.0,-90.0,3.74,0.21,-0.09,3.086,0.432,-0.802,300.34406,45.623219,13.913
2548,2549,9692557,K02831.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.571940563,1.053e-06,-1.053e-06,131.71371000000002,0.00169,-0.00169,0.792,0.05,-0.546,0.9031,0.0575,-0.0575,54.3,3.2,-3.2,1.88,0.45,-0.61,3320.0,28727.59,20621.09,-16948.33,22.8,1.0,q1_q17_dr25_tce,5827.0,157.0,-157.0,3.74,0.28,-0.12,2.286,0.555,-0.74,282.31351,46.419399,12.557
2549,2550,9366886,K02901.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.633514386,1.6219999999999999e-06,-1.6219999999999999e-06,131.56236,0.00208,-0.00208,0.231,0.24,-0.231,1.2792,0.079,-0.079,179.1,10.1,-10.1,0.81,0.06,-0.08,1357.0,807.27,225.47,-224.14,22.3,1.0,q1_q17_dr25_tce,4330.0,116.0,-129.0,4.64,0.052000000000000005,-0.024,0.618,0.045,-0.06,299.93927,45.83321,14.970999999999998
2550,2551,3657176,K02903.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,17.4166143,0.000111,-0.000111,141.10369,0.00523,-0.00523,0.489,0.465,-0.277,2.445,0.199,-0.199,314.2,29.5,-29.5,1.84,0.6,-0.19,723.0,64.73,62.3,-20.08,13.1,1.0,q1_q17_dr25_tce,5946.0,176.0,-211.0,4.444,0.07,-0.21,1.017,0.327,-0.109,294.37619,38.757870000000004,14.715
2551,2552,3969687,K02904.01,CONFIRMED,CANDIDATE,0.996,0,0,0,0,16.3583482,0.0001031,-0.0001031,141.25354,0.00535,-0.00535,0.887,0.006,-0.632,9.858,0.148,-0.148,116.4,4.4,-4.4,2.23,0.42,-0.52,959.0,200.1,103.95,-92.05,30.0,1.0,q1_q17_dr25_tce,6133.0,111.0,-135.0,4.084,0.174,-0.13,1.765,0.334,-0.409,295.37737999999996,39.048031,12.683
2552,2553,9369366,K02905.01,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,36.0054414,0.0003175,-0.0003175,144.34331,0.00694,-0.00694,0.745,0.056,-0.522,3.262,0.296,-0.296,117.5,10.4,-10.4,3.33,0.54,-1.1,1024.0,259.71,128.63,-158.73,14.6,1.0,q1_q17_dr25_tce,7048.0,172.0,-246.0,3.7969999999999997,0.252,-0.10800000000000001,2.838,0.469,-0.938,300.66025,45.853519,12.477
2553,2554,4552729,K02691.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,97.4463194,0.000286,-0.000286,204.83008999999998,0.00229,-0.00229,0.063,0.345,-0.063,6.765,0.0868,-0.0868,2141.1,39.7,-39.7,3.05,0.28,-0.25,283.0,1.52,0.57,-0.41,62.8,1.0,q1_q17_dr25_tce,4735.0,170.0,-170.0,4.627,0.032,-0.048,0.686,0.063,-0.057,289.10992000000005,39.685390000000005,14.981
2554,2555,2989706,K02692.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.257689465,1.158e-06,-1.158e-06,132.503649,0.000749,-0.000749,0.197,0.253,-0.197,0.8399,0.0316,-0.0316,945.6,28.0,-28.0,2.45,0.61,-0.24,1513.0,1244.66,938.99,-351.48,45.6,1.0,q1_q17_dr25_tce,5676.0,172.0,-172.0,4.571000000000001,0.05,-0.15,0.787,0.195,-0.078,291.44766,38.149281,15.522
2555,2556,5185897,K02693.01,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.081411554,8.9e-06,-8.9e-06,133.85992,0.00177,-0.00177,0.876,0.05,-0.614,2.3239,0.0547,-0.0547,171.9,5.3,-5.3,1.0,0.07,-0.03,755.0,77.0,18.58,-10.17,36.9,1.0,q1_q17_dr25_tce,4498.0,90.0,-90.0,4.6610000000000005,0.012,-0.042,0.635,0.045,-0.019,291.46866,40.343849,13.255999999999998
2556,2557,5185897,K02693.02,CONFIRMED,CANDIDATE,0.988,0,0,0,0,11.41941928,4.965e-05,-4.965e-05,142.11858999999998,0.00323,-0.00323,0.918,0.035,-0.674,3.3075,0.0907,-0.0907,150.5,7.1,-7.1,0.99,0.07,-0.03,536.0,19.47,4.7,-2.57,22.9,3.0,q1_q17_dr25_tce,4498.0,90.0,-90.0,4.6610000000000005,0.012,-0.042,0.635,0.045,-0.019,291.46866,40.343849,13.255999999999998
2557,2558,5185897,K02693.03,CONFIRMED,CANDIDATE,0.992,0,0,0,0,6.83440674,1.924e-05,-1.924e-05,136.86023,0.00225,-0.00225,0.871,0.038,-0.609,2.2726,0.0609,-0.0609,177.1,6.8,-6.8,1.01,0.07,-0.03,636.0,38.68,9.33,-5.11,29.1,2.0,q1_q17_dr25_tce,4498.0,90.0,-90.0,4.6610000000000005,0.012,-0.042,0.635,0.045,-0.019,291.46866,40.343849,13.255999999999998
2558,2559,3663173,K02750.01,CANDIDATE,CANDIDATE,0.606,0,0,0,0,174.636181,0.002022,-0.002022,184.5253,0.00961,-0.00961,0.04,0.409,-0.04,15.679,0.317,-0.317,2500.9,78.9,-78.9,11.12,1.48,-2.76,481.0,12.65,4.59,-5.88,37.1,1.0,q1_q17_dr25_tce,5974.0,89.0,-80.0,3.859,0.196,-0.084,2.232,0.298,-0.554,295.66913,38.795840999999996,15.905
2559,2560,9881077,K02751.01,CONFIRMED,CANDIDATE,0.996,0,0,0,0,24.4004378,0.0001142,-0.0001142,135.62326000000002,0.00383,-0.00383,0.909,0.007,-0.633,2.987,0.113,-0.113,860.5,48.3,-48.3,2.47,0.17,-0.2,437.0,8.64,2.51,-2.17,20.2,1.0,q1_q17_dr25_tce,4583.0,137.0,-137.0,4.606,0.052000000000000005,-0.027999999999999997,0.674,0.048,-0.054,287.00909,46.796101,15.857999999999999
2560,2561,3097346,K00264.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,4.029810359,7.764e-06,-7.764e-06,170.69131000000002,0.00177,-0.00177,0.45,0.032,-0.447,3.3316,0.056,-0.056,111.1,2.1,-2.1,1.77,0.43,-0.64,1479.0,1132.21,844.24,-733.71,62.8,1.0,q1_q17_dr25_tce,5929.0,187.0,-208.0,4.055,0.336,-0.14400000000000002,1.651,0.399,-0.599,285.68408,38.262817,11.550999999999998
2561,2562,5717567,K02752.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.287622419,2.911e-06,-2.911e-06,132.43069,0.00194,-0.00194,0.819,0.007,-0.584,0.821,0.0849,-0.0849,36.5,3.3,-3.3,0.87,0.15,-0.09,1957.0,3450.59,1506.43,-823.62,16.9,1.0,q1_q17_dr25_tce,6170.0,74.0,-80.0,4.308,0.076,-0.114,1.274,0.217,-0.133,295.32401,40.902190999999995,11.514000000000001
2562,2563,6265792,K02753.01,CONFIRMED,CANDIDATE,0.975,0,0,0,0,0.9351158629999999,2.6310000000000003e-06,-2.6310000000000003e-06,132.20193,0.00243,-0.00243,0.243,0.224,-0.243,1.6172,0.0785,-0.0785,64.8,3.7,-3.7,1.05,0.16,-0.17,2124.0,4811.82,2013.65,-1592.53,21.6,1.0,q1_q17_dr25_tce,5874.0,79.0,-79.0,4.252,0.13699999999999998,-0.11199999999999999,1.297,0.207,-0.207,284.04233,41.699139,13.615
2563,2564,9995402,K02832.01,CONFIRMED,CANDIDATE,0.991,0,0,0,0,3.57551429,2.079e-05,-2.079e-05,132.86125,0.00434,-0.00434,0.462,0.005,-0.447,2.364,0.136,-0.136,92.8,6.6,-6.6,0.89,0.21,-0.13,1061.0,299.19,214.2,-102.71,16.6,1.0,q1_q17_dr25_tce,5213.0,157.0,-141.0,4.434,0.124,-0.201,0.917,0.215,-0.132,283.56531,46.904251,13.93
2564,2565,9109857,K02833.01,CANDIDATE,CANDIDATE,0.961,0,0,0,0,1.791877025,8.299e-06,-8.299e-06,132.8762,0.00328,-0.00328,0.403,0.048,-0.403,1.166,0.13,-0.13,46.1,4.8,-4.8,1.48,0.23,-0.41,2223.0,5787.99,2479.54,-3016.26,12.5,1.0,q1_q17_dr25_tce,6002.0,119.0,-131.0,3.841,0.217,-0.09300000000000001,2.139,0.319,-0.592,298.21527000000003,45.406890999999995,12.599
2565,2566,5609593,K02834.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,136.205112,0.001384,-0.001384,234.72601,0.0077,-0.0077,0.49,0.064,-0.417,5.568,0.2,-0.2,1209.3,70.2,-70.2,2.35,0.22,-0.17,248.0,0.89,0.33,-0.23,20.0,1.0,q1_q17_dr25_tce,4648.0,167.0,-167.0,4.631,0.032,-0.042,0.675,0.062,-0.05,288.53854,40.877109999999995,15.839
2566,2567,5436338,K02835.01,CANDIDATE,CANDIDATE,0.997,0,0,0,0,6.30922043,1.723e-05,-1.723e-05,133.99677,0.00231,-0.00231,0.118,0.338,-0.118,1.3251,0.0716,-0.0716,691.2,38.2,-38.2,1.37,0.1,-0.12,606.0,31.73,9.67,-8.46,22.5,1.0,q1_q17_dr25_tce,4380.0,130.0,-143.0,4.71,0.059000000000000004,-0.032,0.53,0.041,-0.045,287.82639,40.696602,15.905999999999999
2567,2568,11414465,K02836.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.94194296,1.324e-05,-1.324e-05,133.1044,0.00401,-0.00401,0.03,0.413,-0.03,2.056,0.127,-0.127,278.0,18.5,-18.5,1.22,0.1,-0.12,988.0,225.15,71.17,-63.18,18.2,1.0,q1_q17_dr25_tce,4901.0,146.0,-146.0,4.544,0.07,-0.055999999999999994,0.758,0.062,-0.075,296.99655,49.25642,15.29
2568,2569,6716545,K02906.02,CANDIDATE,CANDIDATE,0.804,0,0,0,0,145.881936,0.005153,-0.005153,194.6951,0.0342,-0.0342,0.325,0.142,-0.325,11.342,0.737,-0.737,156.9,15.7,-15.7,1.8,0.33,-0.3,424.0,7.63,3.67,-2.61,11.2,3.0,q1_q17_dr25_tce,6052.0,82.0,-82.0,4.183,0.154,-0.11199999999999999,1.424,0.263,-0.237,297.94476000000003,42.191879,13.716
2569,2570,2708885,K02907.01,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,1.1469346440000001,3.93e-06,-3.93e-06,132.2666,0.00295,-0.00295,0.405,0.055,-0.404,1.7247,0.0915,-0.0915,256.2,15.5,-15.5,1.39,0.3,-0.14,1554.0,1382.04,980.95,-415.64,19.7,1.0,q1_q17_dr25_tce,5423.0,193.0,-193.0,4.502,0.07400000000000001,-0.147,0.862,0.189,-0.087,290.47311,37.9062,15.754000000000001
2570,2571,6612284,K02908.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.2453532520000001,8.432999999999999e-06,-8.432999999999999e-06,132.21522,0.00781,-0.00781,0.528,0.126,-0.528,2.152,0.49,-0.49,224.2,16.9,-16.9,1.48,0.44,-0.15,1704.0,1996.55,1806.33,-591.51,20.3,1.0,q1_q17_dr25_tce,5982.0,189.0,-210.0,4.493,0.05,-0.2,0.96,0.285,-0.095,293.6076,42.058997999999995,15.895
2571,2572,10586004,K00275.02,CONFIRMED,CANDIDATE,0.803,0,0,0,0,82.2001239,0.0003969,-0.0003969,208.79417,0.00338,-0.00338,0.001,0.385,-0.001,10.627,0.1,-0.1,233.9,5.0,-5.0,2.57,0.13,-0.18,525.0,17.96,2.87,-3.12,47.9,2.0,q1_q17_dr25_tce,5758.0,77.0,-68.0,4.072,0.033,-0.027000000000000003,1.704,0.083,-0.118,285.31125,47.848564,11.696
2572,2573,4483138,K02910.01,CONFIRMED,CANDIDATE,0.887,0,0,0,0,15.3626052,0.0001032,-0.0001032,145.5732,0.00574,-0.00574,0.25,0.206,-0.25,3.736,0.148,-0.148,468.3,27.3,-27.3,1.8,0.2,-0.21,608.0,32.23,14.46,-10.38,19.7,1.0,q1_q17_dr25_tce,5011.0,192.0,-174.0,4.484,0.105,-0.105,0.851,0.099,-0.099,296.21518,39.52705,15.384
2573,2574,9475552,K02694.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.843379985,8.529999999999999e-07,-8.529999999999999e-07,131.966174,0.000836,-0.000836,0.696,0.052,-0.499,1.4474,0.0298,-0.0298,343.3,7.5,-7.5,1.7,0.17,-0.18,1541.0,1329.99,492.11,-372.04,53.6,1.0,q1_q17_dr25_tce,4818.0,143.0,-129.0,4.481,0.078,-0.585,0.856,0.089,-0.089,295.82144,46.053028000000005,14.975
2574,2575,9475552,K02694.02,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.56606941,1.944e-05,-1.944e-05,134.49512,0.00241,-0.00241,0.687,0.217,-0.465,1.8455,0.0706,-0.0706,402.4,17.4,-17.4,1.83,0.18,-0.19,777.0,86.27,31.92,-24.13,25.8,2.0,q1_q17_dr25_tce,4818.0,143.0,-129.0,4.481,0.078,-0.585,0.856,0.089,-0.089,295.82144,46.053028000000005,14.975
2575,2576,8292840,K00260.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.49566303,2.661e-05,-2.661e-05,172.79335,0.00204,-0.00204,0.16,0.273,-0.16,4.7356,0.0567,-0.0567,106.1,2.4,-2.4,1.34,0.08,-0.05,1009.0,244.59,49.14,-32.26,48.7,2.0,q1_q17_dr25_tce,6214.0,113.0,-87.0,4.238,0.033,-0.027000000000000003,1.297,0.074,-0.054,289.34732,44.208511,10.5
2576,2577,5196864,K02695.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.50343279,1.002e-05,-1.002e-05,131.94522,0.0032,-0.0032,1.178,46.41,-0.248,1.534,0.192,-0.192,1156.0,110.0,-110.0,20.23,2.7,-2.43,1147.0,408.12,188.0,-128.21,13.2,1.0,q1_q17_dr25_tce,5174.0,169.0,-154.0,4.4830000000000005,0.095,-0.105,0.84,0.112,-0.101,294.54373,40.313862,15.600999999999999
2577,2578,11071200,K02696.01,CANDIDATE,CANDIDATE,0.996,0,0,0,0,96.4562198,0.0004226,-0.0004226,214.74931,0.00341,-0.00341,0.775,0.114,-0.526,11.195,0.166,-0.166,950.5,18.3,-18.3,9.1,1.63,-3.03,727.0,65.96,36.34,-40.12,54.6,1.0,q1_q17_dr25_tce,7029.0,194.0,-219.0,3.806,0.27699999999999997,-0.092,2.704,0.485,-0.901,284.41592,48.65802,12.998
2578,2579,11071200,K02696.02,CANDIDATE,CANDIDATE,0.992,0,0,0,0,44.5643831,0.0003501,-0.0003501,143.43526,0.00604,-0.00604,0.851,0.042,-0.577,7.874,0.178,-0.178,360.5,14.4,-14.4,5.8,1.04,-1.93,940.0,184.67,101.75,-112.33,27.0,2.0,q1_q17_dr25_tce,7029.0,194.0,-219.0,3.806,0.27699999999999997,-0.092,2.704,0.485,-0.901,284.41592,48.65802,12.998
2579,2580,10905911,K02754.01,CONFIRMED,CANDIDATE,0.844,0,0,0,0,1.34155642,3.5689999999999996e-06,-3.5689999999999996e-06,132.73743000000002,0.00214,-0.00214,0.259,0.196,-0.259,1.6462,0.0625,-0.0625,58.2,2.9,-2.9,0.74,0.11,-0.06,1642.0,1715.26,696.96,-400.72,23.7,1.0,q1_q17_dr25_tce,5779.0,104.0,-115.0,4.44,0.07200000000000001,-0.11699999999999999,0.97,0.14,-0.086,283.74582000000004,48.373432,12.299000000000001
2580,2581,3545135,K02755.01,CANDIDATE,CANDIDATE,0.995,0,0,0,0,8.48299282,3.908e-05,-3.908e-05,132.96583,0.00372,-0.00372,0.564,0.362,-0.354,2.505,0.11,-0.11,69.1,3.9,-3.9,0.8,0.11,-0.06,879.0,141.04,53.99,-30.47,21.3,1.0,q1_q17_dr25_tce,5827.0,104.0,-116.0,4.471,0.059000000000000004,-0.11,0.933,0.126,-0.073,291.57422,38.655949,12.147
2581,2582,6964929,K02756.01,CONFIRMED,CANDIDATE,0.941,0,0,0,0,0.665025941,1.534e-06,-1.534e-06,131.65962,0.002,-0.002,0.448,0.015,-0.448,1.7542,0.0663,-0.0663,104.7,4.7,-4.7,1.11,0.18,-0.08,2174.0,5246.66,2093.36,-1017.36,26.5,1.0,q1_q17_dr25_tce,5884.0,70.0,-79.0,4.408,0.063,-0.11699999999999999,1.07,0.166,-0.083,296.23282,42.47279,14.758
2582,2583,6432345,K02757.01,CANDIDATE,CANDIDATE,0.998,0,0,0,0,234.635652,0.001384,-0.001384,172.64615,0.00488,-0.00488,0.025,0.405,-0.025,6.965,0.155,-0.155,868.5,37.9,-37.9,2.56,0.25,-0.19,267.0,1.2,0.37,-0.25,26.7,1.0,q1_q17_dr25_tce,5422.0,107.0,-107.0,4.481,0.067,-0.075,0.885,0.088,-0.066,288.15671000000003,41.877972,14.607000000000001
